"","scientific_name","record_number","phenology","image","day","month","year","collection_date","julian_date","ordinal_date","site","subsite","elevation_m","latitude","longitude","source","data_type","tmean.avg","ppt.mean","season","season_label","seasonYear"
"1654","Primula angustifolia","179451724","flower","https://www.inaturalist.org/observations/179451724","4",8,2023,"2023-08-04",2023216,216,"MBS","MBS1",4311,"39.58747192",-105.6446123,"iNaturalist","observation",50.13333333,3.19,"summer","summer129",129
"1655","Primula angustifolia","179184432","flower","https://www.inaturalist.org/observations/179184432","15",8,2023,"2023-08-15",2023227,227,"PP","PP2",4087,"38.844445",-105.0519033,"iNaturalist","observation",50.2,3.606666667,"summer","summer129",129
"1656","Primula angustifolia","97","flower","","22",7,1878,"1878-07-22",1878203,203,"PP","PP4",3900,"38.852001",-105.06598,"NY","specimen",NA,NA,NA,NA,NA
"1657","Primula angustifolia","284","flower","","8",8,1884,"1884-08-08",1884221,221,"PP","PP1",4291,"38.84054",-105.04442,"NY","specimen",NA,NA,NA,NA,NA
"1658","Primula angustifolia","s.n.","flower","",NA,7,1888,"1888-07-01",1888183,183,"PP","PP4",3900,"38.852001",-105.06598,"NY","specimen",NA,NA,NA,NA,NA
"1659","Primula angustifolia","314","flower","",NA,7,1891,"1891-07-01",1891182,182,"PP","PP1",4291,"38.84054",-105.04442,"NY","specimen",NA,NA,NA,NA,NA
"1660","Primula angustifolia","s.n.","flower","","20",7,1892,"1892-07-20",1892202,202,"PP","PP4",3900,"38.852001",-105.06598,"NY","specimen",NA,NA,NA,NA,NA
"1661","Primula angustifolia","s.n.","flower","","11",7,1893,"1893-07-11",1893192,192,"PP","PP1",4182,"38.842875",-105.04211,"NY","specimen",NA,NA,NA,NA,NA
"1662","Primula angustifolia","s.n.","flower","","21",7,1894,"1894-07-21",1894202,202,"PP","PP4",3900,"38.852001",-105.06598,"NY","specimen",NA,NA,NA,NA,NA
"1663","Primula angustifolia","21","flower","","14",6,1896,"1896-06-14",1896166,166,"PP","PP4",3840,"38.846889",-105.04432,"NY","specimen",45.3,1.08,"summer","summer2",2
"1664","Primula angustifolia","s.n.","flower","","27",7,1896,"1896-07-27",1896209,209,"PP","PP1",4293,"38.84087",-105.04226,"NY","specimen",47.73333333,5.23,"summer","summer2",2
"1665","Trifolium dasyphyllum","s.n.","flower","","29",6,1909,"1909-06-29",1909180,180,"MBS","MBS2",4103,"39.598566",-105.66222,"DBG","specimen",42.86666667,1.99,"summer","summer15",15
"1666","Trifolium dasyphyllum","90","flower","","13",8,1912,"1912-08-13",1912226,226,"PP","PP2",3962,"38.838681",-105.0439,"DBG","specimen",46.63333333,3.36,"summer","summer18",18
"1667","Trifolium dasyphyllum","216","flower","","1",7,1923,"1923-07-01",1923182,182,"PP","PP4",3810,"38.84054",-105.04442,"COCO","specimen",47.33333333,6.586666667,"summer","summer29",29
"1668","Trifolium dasyphyllum","216","flower","","1",7,1923,"1923-07-01",1923182,182,"PP","PP4",3810,"38.84054",-105.04443,"COLO","specimen",47.33333333,6.586666667,"summer","summer29",29
"1669","Trifolium dasyphyllum","218","flower","","5",8,1934,"1934-08-05",1934217,217,"PP","PP5",3566,"38.838681",-105.0439,"DBG","specimen",49.1,2.643333333,"summer","summer40",40
"1670","Trifolium dasyphyllum","s.n.","flower","","2",7,1939,"1939-07-02",1939183,183,"MBS","MBS3",3909,"39.598353",-105.64432,"DBG","specimen",51.96666667,1.136666667,"summer","summer45",45
"1671","Trifolium dasyphyllum","s.n.","flower","","5",8,1940,"1940-08-05",1940218,218,"PP","PP5",3658,"39.844709",-106.714204,"TTC","specimen",46.4,2.246666667,"summer","summer46",46
"1672","Trifolium dasyphyllum","18893","flower","","21",8,1957,"1957-08-21",1957233,233,"MBS","MBS3",3871,"39.596287",-105.63267,"RSA","specimen",48.56666667,3.536666667,"summer","summer63",63
"1673","Trifolium dasyphyllum","s.n.","flower","","11",7,1960,"1960-07-11",1960193,193,"MBS","MBS4",3581,"39.62",-105.59,"CS","specimen",49.53333333,3.003333333,"summer","summer66",66
"1674","Trifolium dasyphyllum","MG-9","flower","","11",7,1960,"1960-07-11",1960193,193,"MBS","MBS4",3584,"39.636112",-105.5993,"DBG","specimen",49.53333333,3.003333333,"summer","summer66",66
"1675","Trifolium dasyphyllum","122","flower","","13",7,1963,"1963-07-13",1963194,194,"MBS","MBS2",4036,"39.594399",-105.64615,"GREE","specimen",51.6,2.583333333,"summer","summer69",69
"1676","Trifolium dasyphyllum","66-171","flower","","28",7,1966,"1966-07-28",1966209,209,"MBS","MBS3",3919,"39.598886",-105.64482,"NY","specimen",51.23333333,4.186666667,"summer","summer72",72
"1677","Trifolium dasyphyllum","8048","flower","","8",8,1973,"1973-08-08",1973220,220,"MBS","MBS2",3983,"39.588677",-105.632,"NY","specimen",47.5,1.173333333,"summer","summer79",79
"1678","Trifolium dasyphyllum","s.n.","flower","","5",6,1977,"1977-06-05",1977156,156,"MBS","MBS4",3680,"39.638946",-105.59834,"DBG","specimen",47.1,1.466666667,"summer","summer83",83
"1679","Trifolium dasyphyllum","50","flower","","23",6,1978,"1978-06-23",1978174,174,"MBS","MBS4",3444,"39.629122",-105.60334,"UTEP","specimen",43.26666667,1.76,"summer","summer84",84
"1680","Trifolium dasyphyllum","Ma","flower","","9",7,1978,"1978-07-09",1978190,190,"PP","PP4",3810,"38.848312",-105.060646,"COCO","specimen",49.43333333,4.97,"summer","summer84",84
"1681","Trifolium dasyphyllum","17","flower","","30",6,1980,"1980-06-30",1980182,182,"MBS","MBS4",3599,"39.634957",-105.60647,"DBG","specimen",45.03333333,0.116666667,"summer","summer86",86
"1682","Trifolium dasyphyllum","17","flower","","3",7,1980,"1980-07-03",1980185,185,"MBS","MBS2",3962,"39.639137",-105.60151,"DBG","specimen",51.36666667,2.383333333,"summer","summer86",86
"1683","Trifolium dasyphyllum","41","flower","","8",7,1980,"1980-07-08",1980190,190,"MBS","MBS3",3901,"39.593453",-105.63726,"DBG","specimen",51.36666667,2.383333333,"summer","summer86",86
"1684","Trifolium dasyphyllum","143","flower","","18",7,1990,"1990-07-18",1990199,199,"PP","PP5",3719,"38.817918",-105.059726,"COCO","specimen",43.86666667,10.88333333,"summer","summer96",96
"1685","Trifolium dasyphyllum","10810","flower","","11",7,1996,"1996-07-11",1996193,193,"MBS","MBS3",3704,"39.6323",-105.6053,"RM","specimen",49.66666667,1.623333333,"summer","summer102",102
"1686","Trifolium dasyphyllum","10863","flower","","11",7,1996,"1996-07-11",1996193,193,"MBS","MBS2",3933,"39.601167",-105.635633,"RM","specimen",49.66666667,1.623333333,"summer","summer102",102
"1687","Trifolium dasyphyllum","Stone 3894","flower","","12",7,2003,"2003-07-12",2003193,193,"MBS","MBS2",3940,"39.60222",-105.63944,"MO","specimen",54.03333333,2.593333333,"summer","summer109",109
"1688","Trifolium dasyphyllum","2944","flower","","27",6,2009,"2009-06-27",2009178,178,"PP","PP5",3559,"38.811091",-105.03113,"DBG","specimen",42.76666667,3.933333333,"summer","summer115",115
"1689","Trifolium dasyphyllum","6035","flower","","22",6,2012,"2012-06-22",2012174,174,"MBS","MBS3",3908,"39.59794",-105.64041,"COLO","specimen",50.03333333,0.5,"summer","summer118",118
"1690","Trifolium dasyphyllum","6035","flower","","22",6,2012,"2012-06-22",2012174,174,"MBS","MBS3",3908,"39.6008",-105.64111,"DBG","specimen",50.03333333,0.5,"summer","summer118",118
"1691","Trifolium dasyphyllum","18","flower","","10",7,2012,"2012-07-10",2012192,192,"MBS","MBS3",3704,"39.6328",-105.604,"DBG","specimen",51.06666667,5.85,"summer","summer118",118
"1692","Trifolium dasyphyllum","34","flower","","11",9,2012,"2012-09-11",2012255,255,"MBS","MBS3",3704,"39.6328",-105.604,"DBG","specimen",42.36666667,1.616666667,"fall","fall118",118
"1693","Trifolium dasyphyllum","115966974","flower","https://www.inaturalist.org/observations/115966974","6",7,2016,"2016-07-06",2016188,188,"MBS","MBS2",4023,"39.57917501",-105.6315038,"iNaturalist","observation",51.76666667,2.646666667,"summer","summer122",122
"1694","Trifolium dasyphyllum","105362091","flower","https://www.inaturalist.org/observations/105362091","9",7,2017,"2017-07-09",2017190,190,"MBS","MBS4",3562,"39.6459336",-105.5925863,"iNaturalist","observation",50.66666667,4.513333333,"summer","summer123",123
"1695","Trifolium dasyphyllum","14709040","flower","https://www.inaturalist.org/observations/14709040","5",6,2018,"2018-06-05",2018156,156,"MBS","MBS4",3663,"39.63656111",-105.6007306,"iNaturalist","observation",49.36666667,1.176666667,"summer","summer124",124
"1696","Trifolium dasyphyllum","AS-99","flower","","13",6,2018,"2018-06-13",2018164,164,"MBS","MBS4",3648,"39.645404",-105.59361,"DBG","specimen",49.36666667,1.176666667,"summer","summer124",124
"1697","Trifolium dasyphyllum","16486030","flower","https://www.inaturalist.org/observations/16486030","15",6,2018,"2018-06-15",2018166,166,"MBS","MBS4",3550,"39.64585",-105.5909283,"iNaturalist","observation",49.36666667,1.176666667,"summer","summer124",124
"1698","Trifolium dasyphyllum","13895848","flower","https://www.inaturalist.org/observations/13895848","24",6,2018,"2018-06-24",2018175,175,"MBS","MBS1",4321,"39.5883005",-105.6438286,"iNaturalist","observation",49.36666667,1.176666667,"summer","summer124",124
"1699","Trifolium dasyphyllum","AS-176","flower","","24",7,2019,"2019-07-24",2019205,205,"MBS","MBS2",3932,"39.60015",-105.63919,"DBG","specimen",51.7,2.36,"summer","summer125",125
"1700","Trifolium dasyphyllum","50285776","flower","https://www.inaturalist.org/observations/50285776","20",6,2020,"2020-06-20",2020172,172,"PP","PP5",3594,"38.87525387",-105.0637824,"iNaturalist","observation",47.06666667,2.166666667,"summer","summer126",126
"1701","Trifolium dasyphyllum","51099075","flower","https://www.inaturalist.org/observations/51099075","20",6,2020,"2020-06-20",2020172,172,"PP","PP5",3594,"38.87525541",-105.0637849,"iNaturalist","observation",47.06666667,2.166666667,"summer","summer126",126
"1702","Trifolium dasyphyllum","54595833","flower","https://www.inaturalist.org/observations/54595833","25",7,2020,"2020-07-25",2020207,207,"MBS","MBS1",4190,"39.60071209",-105.6550847,"iNaturalist","observation",51,2.57,"summer","summer126",126
"1703","Trifolium dasyphyllum","AS-227","flower","","12",8,2020,"2020-08-12",2020225,225,"MBS","MBS2",3937,"39.631909",-105.6058,"DBG","specimen",52.76666667,0.643333333,"summer","summer126",126
"1704","Trifolium dasyphyllum","83576428","flower","https://www.inaturalist.org/observations/83576428","18",6,2021,"2021-06-18",2021169,169,"MBS","MBS3",3708,"39.63387667",-105.60394,"iNaturalist","observation",48.7,1.92,"summer","summer127",127
"1705","Trifolium dasyphyllum","85031509","flower","https://www.inaturalist.org/observations/85031509","22",6,2021,"2021-06-22",2021173,173,"MBS","MBS2",4139,"39.58519038",-105.6343131,"iNaturalist","observation",48.7,1.92,"summer","summer127",127
"1706","Trifolium dasyphyllum","86120725","flower","https://www.inaturalist.org/observations/86120725","4",7,2021,"2021-07-04",2021185,185,"MBS","MBS4",3630,"39.63746111",-105.5995028,"iNaturalist","observation",51.63333333,2.546666667,"summer","summer127",127
"1707","Trifolium dasyphyllum","86121752","flower","https://www.inaturalist.org/observations/86121752","4",7,2021,"2021-07-04",2021185,185,"MBS","MBS4",3630,"39.63770278",-105.5992139,"iNaturalist","observation",51.63333333,2.546666667,"summer","summer127",127
"1708","Trifolium dasyphyllum","86124306","flower","https://www.inaturalist.org/observations/86124306","4",7,2021,"2021-07-04",2021185,185,"MBS","MBS4",3696,"39.633525",-105.6051306,"iNaturalist","observation",51.63333333,2.546666667,"summer","summer127",127
"1709","Trifolium dasyphyllum","90420297","flower","https://www.inaturalist.org/observations/90420297","4",7,2021,"2021-07-04",2021185,185,"MBS","MBS4",3630,"39.63765333",-105.599175,"iNaturalist","observation",51.63333333,2.546666667,"summer","summer127",127
"1710","Trifolium dasyphyllum","90420310","flower","https://www.inaturalist.org/observations/90420310","4",7,2021,"2021-07-04",2021185,185,"MBS","MBS4",3615,"39.63779167",-105.59874,"iNaturalist","observation",51.63333333,2.546666667,"summer","summer127",127
"1711","Trifolium dasyphyllum","AS 254","flower","","14",7,2021,"2021-07-14",2021195,195,"MBS","MBS3",3715,"39.64081",-105.59855,"DBG","specimen",51.63333333,2.546666667,"summer","summer127",127
"1712","Trifolium dasyphyllum","88185455","flower","https://www.inaturalist.org/observations/88185455","22",7,2021,"2021-07-22",2021203,203,"PP","PP5",3705,"38.85109196",-105.0450439,"iNaturalist","observation",52.8,4.6,"summer","summer127",127
"1713","Trifolium dasyphyllum","184945295","flower","https://www.inaturalist.org/observations/184945295","27",6,2022,"2022-06-27",2022178,178,"MBS","MBS3",3739,"39.62377444",-105.6006372,"iNaturalist","observation",45.5,1.703333333,"summer","summer128",128
"1714","Trifolium dasyphyllum","124616135","flower","https://www.inaturalist.org/observations/124616135","2",7,2022,"2022-07-02",2022183,183,"MBS","MBS4",3510,"39.61555939",-105.6377421,"iNaturalist","observation",51.26666667,3.486666667,"summer","summer128",128
"1715","Trifolium dasyphyllum","149056105","flower","https://www.inaturalist.org/observations/149056105","8",7,2022,"2022-07-08",2022189,189,"MBS","MBS3",3717,"39.631401",-105.60585,"iNaturalist","observation",51.26666667,3.486666667,"summer","summer128",128
"1716","Trifolium dasyphyllum","130502261","flower","https://www.inaturalist.org/observations/130502261","18",7,2022,"2022-07-18",2022199,199,"MBS","MBS4",3696,"39.633625",-105.6048583,"iNaturalist","observation",51.26666667,3.486666667,"summer","summer128",128
"1717","Trifolium dasyphyllum","128936225","flower","https://www.inaturalist.org/observations/128936225","27",7,2022,"2022-07-27",2022208,208,"MBS","MBS2",3933,"39.60116167",-105.6436467,"iNaturalist","observation",51.26666667,3.486666667,"summer","summer128",128
"1718","Trifolium dasyphyllum","172999341","flower","https://www.inaturalist.org/observations/172999341","3",7,2023,"2023-07-03",2023184,184,"PP","PP5",3594,"38.875255",-105.0637667,"iNaturalist","observation",52,3.03,"summer","summer129",129
"1719","Trifolium dasyphyllum","22","flower","https://www.inaturalist.org/observations/172760732","11",7,2023,"2023-07-11",2023192,192,"MBS","MBS2",3937,"39.60093",-105.63502,"Berkowitz","specimen",52.7,1.85,"summer","summer129",129
"1720","Trifolium dasyphyllum","172760732","flower","https://www.inaturalist.org/observations/172760732","11",7,2023,"2023-07-11",2023192,192,"MBS","MBS4",3562,"39.64577667",-105.59258,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1721","Trifolium dasyphyllum","172760742","flower","https://www.inaturalist.org/observations/172760742","11",7,2023,"2023-07-11",2023192,192,"MBS","MBS4",3562,"39.64580333",-105.59262,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1722","Trifolium dasyphyllum","173246881","flower","https://www.inaturalist.org/observations/173246881","13",7,2023,"2023-07-13",2023194,194,"MBS","MBS3",3701,"39.6327509",-105.6040171,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1723","Trifolium dasyphyllum","173867136","flower","https://www.inaturalist.org/observations/173867136","18",7,2023,"2023-07-18",2023199,199,"MBS","MBS3",3930,"39.60117167",-105.6330417,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1724","Trifolium dasyphyllum","174546476","flower","https://www.inaturalist.org/observations/174546476","19",7,2023,"2023-07-19",2023200,200,"MBS","MBS2",3945,"39.60197833",-105.6350783,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1725","Trifolium dasyphyllum","174771570","flower","https://www.inaturalist.org/observations/174771570","19",7,2023,"2023-07-19",2023200,200,"MBS","MBS4",3605,"39.644275",-105.5957861,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1726","Trifolium dasyphyllum","174771621","flower","https://www.inaturalist.org/observations/174771621","19",7,2023,"2023-07-19",2023200,200,"MBS","MBS4",3585,"39.64525556",-105.5952306,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1727","Trifolium dasyphyllum","174921848","flower","https://www.inaturalist.org/observations/174921848","19",7,2023,"2023-07-19",2023200,200,"MBS","MBS3",3719,"39.63156944",-105.6053917,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1728","Trifolium dasyphyllum","175669052","flower","https://www.inaturalist.org/observations/175669052","22",7,2023,"2023-07-22",2023203,203,"MBS","MBS2",3938,"39.60053959",-105.6411696,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1729","Trifolium dasyphyllum","175420248","flower","https://www.inaturalist.org/observations/175420248","27",7,2023,"2023-07-27",2023208,208,"MBS","MBS3",3927,"39.601344",-105.6437,"iNaturalist","observation",52.7,1.85,"summer","summer129",129
"1730","Trifolium dasyphyllum","177461920","flower","https://www.inaturalist.org/observations/177461920","2",8,2023,"2023-08-02",2023214,214,"MBS","MBS2",3973,"39.60208833",-105.6358783,"iNaturalist","observation",50.13333333,3.19,"summer","summer129",129
"1731","Trifolium dasyphyllum","177461992","flower","https://www.inaturalist.org/observations/177461992","2",8,2023,"2023-08-02",2023214,214,"MBS","MBS3",3716,"39.631255",-105.6063067,"iNaturalist","observation",50.13333333,3.19,"summer","summer129",129
"1732","Trifolium dasyphyllum","179078071","flower","https://www.inaturalist.org/observations/179078071","13",8,2023,"2023-08-13",2023225,225,"MBS","MBS3",3927,"39.60142833",-105.6433033,"iNaturalist","observation",50.13333333,3.19,"summer","summer129",129
"1733","Trifolium dasyphyllum","179174970","flower","https://www.inaturalist.org/observations/179174970","14",8,2023,"2023-08-14",2023226,226,"MBS","MBS2",3970,"39.60222167",-105.6351967,"iNaturalist","observation",50.13333333,3.19,"summer","summer129",129
"1734","Trifolium dasyphyllum","179222834","flower","https://www.inaturalist.org/observations/179222834","14",8,2023,"2023-08-14",2023226,226,"MBS","MBS3",3716,"39.631325",-105.6064139,"iNaturalist","observation",50.13333333,3.19,"summer","summer129",129
"1735","Trifolium dasyphyllum","93","flower","","22",7,1878,"1878-07-22",1878203,203,"PP","PP1",4291,"38.84054",-105.04442,"NY","specimen",NA,NA,NA,NA,NA
"1736","Trifolium dasyphyllum","120","flower","","13",8,1884,"1884-08-13",1884226,226,"PP","PP2",3962,"38.84054",-105.04442,"YPM","specimen",NA,NA,NA,NA,NA
"1737","Trifolium dasyphyllum","s.n.","flower","","8",7,1893,"1893-07-08",1893189,189,"PP","PP1",4291,"38.84054",-105.04442,"NY","specimen",NA,NA,NA,NA,NA
"1738","Trifolium dasyphyllum","266","flower","","0",1,1900,NA,NA,NA,"PP","PP1",4291,"38.84055",-105.04443,"COCO","specimen",19.23333333,0.33,"winter","winter6",6
"1739","Trifolium nanum","s.n.","flower","","20",8,1903,"1903-08-20",1903232,232,"PP","PP1",4291,"38.84054",-105.04408,"POM","specimen",47.4,6.77,"summer","summer9",9
"1740","Trifolium nanum","89","flower","","13",8,1912,"1912-08-13",1912226,226,"PP","PP2",3962,"38.838681",-105.0439,"DBG","specimen",46.63333333,3.36,"summer","summer18",18
"1741","Trifolium nanum","935","flower","","17",7,1919,"1919-07-17",1919198,198,"PP","PP4",3900,"38.852001",-105.06598,"NY","specimen",49.06666667,5.75,"summer","summer25",25
"1742","Trifolium nanum","215","flower","","1",7,1923,"1923-07-01",1923182,182,"PP","PP4",3810,"38.84054",-105.04442,"COCO","specimen",47.33333333,6.586666667,"summer","summer29",29
"1743","Trifolium nanum","215","flower","","1",7,1923,"1923-07-01",1923182,182,"PP","PP4",3810,"38.84054",-105.04443,"COLO","specimen",47.33333333,6.586666667,"summer","summer29",29
"1744","Trifolium nanum","219","flower","","21",6,1931,"1931-06-21",1931172,172,"PP","PP2",3962,"38.838681",-105.0439,"DBG","specimen",44,1.373333333,"summer","summer37",37
"1745","Trifolium nanum","9495","flower","","4",8,1942,"1942-08-04",1942216,216,"MBS","MBS2",3962,"39.597327",-105.64102,"COLO","specimen",48.13333333,1.836666667,"summer","summer48",48
"1746","Trifolium nanum","15115","flower","","29",7,1943,"1943-07-29",1943210,210,"PP","PP2",3962,"38.815106",-105.02173,"COLO","specimen",48.56666667,4.286666667,"summer","summer49",49
"1747","Trifolium nanum","s.n.","flower","","1",8,1957,"1957-08-01",1957213,213,"MBS","MBS4",3680,"39.638946",-105.59834,"DBG","specimen",48.56666667,3.536666667,"summer","summer63",63
"1748","Trifolium nanum","18894","flower","","21",8,1957,"1957-08-21",1957233,233,"MBS","MBS3",3871,"39.596287",-105.63267,"RSA","specimen",48.56666667,3.536666667,"summer","summer63",63
"1749","Trifolium nanum","2247","flower","","2",8,1961,"1961-08-02",1961214,214,"MBS","MBS3",3870,"39.6",-105.64,"CS","specimen",47.96666667,5.116666667,"summer","summer67",67
"1750","Trifolium nanum","2247","flower","","2",8,1961,"1961-08-02",1961214,214,"MBS","MBS3",3872,"39.59591",-105.63322,"USFS","specimen",47.96666667,5.116666667,"summer","summer67",67
"1751","Trifolium nanum","33755","flower","","21",7,1962,"1962-07-21",1962202,202,"MBS","MBS1",4206,"39.58828",-105.64362,"COLO","specimen",48.9,2.196666667,"summer","summer68",68
"1752","Trifolium nanum","33755","flower","","21",7,1962,"1962-07-21",1962202,202,"MBS","MBS1",4206,"39.58828",-105.64362,"COLO","specimen",48.9,2.196666667,"summer","summer68",68
"1753","Trifolium nanum","346","flower","","13",7,1963,"1963-07-13",1963194,194,"MBS","MBS3",3883,"39.598353",-105.64432,"ASC","specimen",51.6,2.583333333,"summer","summer69",69
"1754","Trifolium nanum","36140","flower","","13",7,1963,"1963-07-13",1963194,194,"MBS","MBS1",4267,"39.58",-105.64,"CS","specimen",51.6,2.583333333,"summer","summer69",69
"1755","Trifolium nanum","346","flower","","13",7,1963,"1963-07-13",1963194,194,"MBS","MBS3",3908,"39.597824",-105.634754,"GREE","specimen",51.6,2.583333333,"summer","summer69",69
"1756","Trifolium nanum","12112","flower","","23",7,1963,"1963-07-23",1963204,204,"PP","PP1",4145,"38.84054",-105.04443,"COLO","specimen",49.06666667,4.526666667,"summer","summer69",69
"1757","Trifolium nanum","61","flower","","25",6,1964,"1964-06-25",1964177,177,"MBS","MBS3",3810,"39.61",-105.64,"CS","specimen",39.9,1.46,"summer","summer70",70
"1758","Trifolium nanum","41645","flower","","21",7,1965,"1965-07-21",1965202,202,"MBS","MBS1",4267,"39.58",-105.64,"CS","specimen",47.86666667,7.67,"summer","summer71",71
"1759","Trifolium nanum","2273","flower","","14",8,1965,"1965-08-14",1965226,226,"MBS","MBS1",4298,"39.588592",-105.64335,"COLO","specimen",43.13333333,3.816666667,"summer","summer71",71
"1760","Trifolium nanum","14","flower","","23",6,1967,"1967-06-23",1967174,174,"MBS","MBS3",3718,"39.61",-105.59,"CS","specimen",38.7,3.89,"summer","summer73",73
"1761","Trifolium nanum","45","flower","","5",7,1967,"1967-07-05",1967186,186,"MBS","MBS2",3947,"39.61",-105.62,"CS","specimen",48.23333333,3.64,"summer","summer73",73
"1762","Trifolium nanum","24198","flower","","28",7,1971,"1971-07-28",1971209,209,"MBS","MBS2",3962,"39.58",-105.64,"CS","specimen",47.8,3.373333333,"summer","summer77",77
"1763","Trifolium nanum","24198","flower","","28",7,1971,"1971-07-28",1971209,209,"MBS","MBS3",3915,"39.59665",-105.64628,"USFS","specimen",47.8,3.373333333,"summer","summer77",77
"1764","Trifolium nanum","131","flower","","13",7,1973,"1973-07-13",1973194,194,"MBS","MBS2",4036,"39.594399",-105.64615,"GREE","specimen",46.83333333,4.196666667,"summer","summer79",79
"1765","Trifolium nanum","5633","flower","","4",8,1973,"1973-08-04",1973216,216,"MBS","MBS4",3605,"39.61729",-105.60364,"MVSC","specimen",47.5,1.173333333,"summer","summer79",79
"1766","Trifolium nanum","8074","flower","","8",8,1973,"1973-08-08",1973220,220,"MBS","MBS2",3983,"39.588677",-105.632,"NY","specimen",47.5,1.173333333,"summer","summer79",79
"1767","Trifolium nanum","L 87","flower","","8",7,1978,"1978-07-08",1978189,189,"PP","PP4",3810,"38.848312",-105.060646,"COCO","specimen",49.43333333,4.97,"summer","summer84",84
"1768","Trifolium nanum","24","flower","","3",7,1980,"1980-07-03",1980185,185,"MBS","MBS2",3962,"39.630441",-105.60331,"DBG","specimen",51.36666667,2.383333333,"summer","summer86",86
"1769","Trifolium nanum","5172","flower","","8",9,1982,"1982-09-08",1982251,251,"MBS","MBS3",3911,"39.588866",-105.63252,"DBG","specimen",40.1,2.23,"fall","fall88",88
"1770","Trifolium nanum","830088","flower","","30",6,1983,"1983-06-30",1983181,181,"PP","PP5",3352,"38.876326",-105.056702,"COCO","specimen",38.76666667,4.6,"summer","summer89",89
"1771","Trifolium nanum","s.n.","flower","","6",7,1985,"1985-07-06",1985187,187,"MBS","MBS3",3719,"39.598353",-105.64432,"DBG","specimen",46.26666667,5.61,"summer","summer91",91
"1772","Trifolium nanum","9","flower","","19",6,1990,"1990-06-19",1990170,170,"PP","PP5",3658,"38.847554",-105.038895,"COCO","specimen",45.86666667,0.496666667,"summer","summer96",96
"1773","Trifolium nanum","Stone 3895","flower","","12",7,2003,"2003-07-12",2003193,193,"MBS","MBS2",3940,"39.60222",-105.63944,"MO","specimen",54.03333333,2.593333333,"summer","summer109",109
"1774","Trifolium nanum","6.167","flower","","14",6,2006,"2006-06-14",2006165,165,"PP","PP5",3749,"38.84859 ",-105.100424,"COCO","specimen",47.7,1.636666667,"summer","summer112",112
"1775","Trifolium nanum","6.167","flower","","14",6,2006,"2006-06-14",2006165,165,"PP","PP5",3533,"38.84859",-105.100424,"COCO","specimen",47.7,1.636666667,"summer","summer112",112
"1776","Trifolium nanum","34035803","flower","https://www.inaturalist.org/observations/34035803","17",7,2006,"2006-07-17",2006198,198,"MBS","MBS1",4311,"39.58765558",-105.6435175,"iNaturalist","observation",50.56666667,7.846666667,"summer","summer112",112
"1777","Trifolium nanum","18830029","flower","https://www.inaturalist.org/observations/18830029","5",7,2007,"2007-07-05",2007186,186,"MBS","MBS3",3921,"39.59933958",-105.6409264,"iNaturalist","observation",51.46666667,3.053333333,"summer","summer113",113
"1778","Trifolium nanum","20535354","flower","https://www.inaturalist.org/observations/20535354","5",7,2007,"2007-07-05",2007186,186,"MBS","MBS3",3921,"39.59933958",-105.6409264,"iNaturalist","observation",51.46666667,3.053333333,"summer","summer113",113
"1779","Trifolium nanum","2923","flower","","27",6,2009,"2009-06-27",2009178,178,"PP","PP5",3691,"38.81623",-105.02276,"DBG","specimen",42.76666667,3.933333333,"summer","summer115",115
"1780","Trifolium nanum","28","flower","","30",6,2009,"2009-06-30",2009181,181,"PP","PP5",3613,"38.809469",-105.02726,"DBG","specimen",42.76666667,3.933333333,"summer","summer115",115
"1781","Trifolium nanum","5832","flower","","16",7,2009,"2009-07-16",2009197,197,"PP","PP4",3831,"38.8244",-105.02844,"COLO","specimen",48.96666667,6.573333333,"summer","summer115",115
"1782","Trifolium nanum","5832","flower","","16",7,2009,"2009-07-16",2009197,197,"PP","PP4",3831,"38.826275",-105.02844,"DBG","specimen",48.96666667,6.573333333,"summer","summer115",115
"1783","Trifolium nanum","5488908","flower","https://www.inaturalist.org/observations/5488908","17",7,2015,"2015-07-17",2015198,198,"PP","PP2",3966,"38.85611125",-105.0626874,"iNaturalist","observation",49.96666667,3.196666667,"summer","summer121",121
"1784","Trifolium nanum","3719494","flower","http://www.inaturalist.org/observations/3719494","23",6,2016,"2016-06-23",2016175,175,"MBS","MBS2",4147,"39.582161",-105.634292,"iNaturalist","observation",48.66666667,1.78,"summer","summer122",122
"1785","Trifolium nanum","69070493","flower","https://www.inaturalist.org/observations/69070493","2",7,2016,"2016-07-02",2016184,184,"PP","PP4",3917,"38.85757677",-105.0632013,"iNaturalist","observation",53.23333333,2.106666667,"summer","summer122",122
"1786","Trifolium nanum","115979997","flower","https://www.inaturalist.org/observations/115979997","6",7,2016,"2016-07-06",2016188,188,"MBS","MBS2",4023,"39.579175",-105.631504,"iNaturalist","observation",51.76666667,2.646666667,"summer","summer122",122
